"Department","Department_Name","Division","Gender","Base_Salary","Overtime_Pay","Longevity_Pay","Grade"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$69,078.63","$0","$2,022.89","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$69,078.63","$0","$2,428.87","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$117,424","$0","$1,908.14","N25"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$69,078.63","$0","$3,144.7","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$68,575.16","$183.73","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$66,168.38","$0","$1,344.68","15"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$59,210.25","$0","$2,377.06","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$78,947","$0","$6,002.26","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$112,267","$0","$8,950.52","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$68,575.16","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$98,233.63","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$112,267.0044","$0","$1,470.06","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$69,078.63","$0","$830.83","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$112,267","$0","$5,332.31","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$69,078.63","$0","$3,134.08","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$69,078.63","$0","$5,254.1","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$69,078.63","$0","$4,211.61","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$56,133.5","$0","$1,433.08","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$66,444.29","$52.16","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$117,424","$0","$0","N25"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$86,103","$0","$4,076.04","18"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$112,267","$2,718.78","$5,332.31","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$69,078.63","$0","$4,999.38","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$98,233.6317","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$68,573.86","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$69,078.63","$0","$1,229.75","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$66,444.29","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$66,444.29","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$112,267","$0","$1,824.42","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$133,174.39","$0","$0","M3"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$84,200.25","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$64,386.81","$101.08","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$69,078.63","$0","$4,420.9","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$152,940","$0","$0","M3"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$69,078.63","$0","$4,533.76","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$69,078.63","$0","$1,475.93","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$69,078.63","$0","$1,843.11","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$69,078.63","$0","$3,957.72","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$68,573.86","$107.66","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$71,141.012","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$62,397.58","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$112,267","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$62,397.58","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$64,388.52","$154.17","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$62,397.58","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$81,606","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$53,694.55","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,632.07","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$62,398","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,435.74","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,435.74","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,988.13","$136.52","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$62,550.59","$71.16","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$81,606","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$57,316.56","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$112,267","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$63,178.02","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,435.74","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,435.33","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,435.33","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","M","$88,640.3033","$0","$0","18"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,435.36","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,435.74","$71.16","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$48,950.0698","$0","$0","15"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$58,925.72","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$98,233.63","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$112,267","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,435.28","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,435.33","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$112,267","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,435.33","$47.44","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,435.33","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,435.36","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$112,267","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$37,899.9","$0","$0","15"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$107,367","$0","$0","N23"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$112,267","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$67,343.72","$242.83","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$63,553.31","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,792.76","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,792.76","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,988.23","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,792.83","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","M","$124,118.73","$0","$0","M3"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,988.22","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$59,121.14","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$112,267","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$107,958.5778","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$98,233.625","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$112,267","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$86,139.945","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$60,988.23","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$48,950.4949","$0","$0","15"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$58,925.78","$44.05","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$57,121.94","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$58,925.8","$23.09","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$112,267.0006","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$64,864.51","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$58,925.8","$8.81","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$58,659.9696","$36.96","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$57,316.72","$43.77","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$53,890.01","$100.64","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$112,267","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","M","$57,316.68","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$91,010.655","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$112,267","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$55,573.84","$63.23","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$55,573.86","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","M","$57,316.68","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","M","$60,518.25","$85.76","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$57,060.3","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$50,495.71","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$55,378.48","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$55,378.5","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$55,378.48","$21.74","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$102,246.1424","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$55,378.5","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$55,378.48","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$55,378.51","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$55,573.53","$7.95","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$52,927.1664","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$101,198.8204","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$55,573.59","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$53,889.61","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$55,573.54","$19.52","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$96,694.8439","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$41,455.3518","$0","$0","15"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$102,459.3665","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","M","$55,573.48","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$102,459.3665","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$103,688.8524","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$100,986.4567","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$95,852","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$53,693.87","$85.99","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$103,640.0598","$0","$0","N25"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$100,986.42","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$53,693.76","$7.67","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$97,456.77","$185.09","$0","N25"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$53,693.87","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","M","$53,889.19","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$53,693.87","$23.82","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$53,693.9","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$106,770.88","$2,859.39","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$53,889.28","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$53,888.48","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$105,945.2917","$0","$0","N25"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$53,889.13","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$53,889.13","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$53,889.12","$30.25","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$53,889.12","$7.67","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$52,066.92","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$50,495.5","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$105,700.1293","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$101,367.1293","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$52,262.35","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$97,198.89","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","M","$45,247.3071","$0","$0","15"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$52,274.11","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$52,251.35","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$105,912.7825","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$102,331.1908","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$88,025.4096","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$49,172.52","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$44,133.25","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$52,276.17","$39.19","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$92,899.0217","$33,163.13","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$100,075.8282","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$100,075.8373","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$102,331.4764","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$92,815.8465","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$48,976.88","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$48,976.7","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$48,976.94","$17.66","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$93,038.7534","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$48,976.68","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$47,705.04","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","M","$47,509.67","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$93,013.9736","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$88,785.2223","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$42,864.92","$0","$0","15"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$74,735","$0","$0","21"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$47,320.1059","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$89,726.1265","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$100,288.4822","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$93,038.7091","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$97,117.8728","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$94,046.31","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$95,417.9127","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$91,680.09","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$96,897.2128","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$47,509.67","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","M","$47,509.67","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$47,509.67","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$47,509.67","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$94,117.5928","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$89,882.9065","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$94,117.5928","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$99,289.6605","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$94,330.2545","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$90,095.5621","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$90,095.5621","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$95,932.0391","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$87,048.7665","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$95,932.0391","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$88,938.9628","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$47,705.05","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","M","$47,705.05","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$47,705.05","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$47,705.05","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","M","$47,705.05","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$91,353.5039","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$96,145.0933","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$88,997.8801","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$91,353.5039","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$47,705.05","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$46,091.84","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$87,261.4244","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$88,997.8801","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$84,310.555","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$46,091.84","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$46,091.84","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$46,091.84","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$85,988.29","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$88,264.255","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$46,091.84","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$38,749.38","$0","$0","15"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$75,372.457","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$88,415.91","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$46,231.17","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$46,231.17","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$89,899","$129.67","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$88,415.91","$1,446.01","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$46,231.17","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$46,231.17","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$46,231.17","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$86,139.945","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$93,045.465","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$86,139.945","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$85,426","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$74,747.76","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$81,606","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$74,735","$0","$0","21"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$81,606","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$82,208.5","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$83,227","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$83,227","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$85,426","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$81,606","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$44,667.79","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$44,667.79","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$44,667.79","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$71,405.26","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$83,227","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$83,227","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$81,606","$58.86","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$81,606","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$44,667.79","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$81,606","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$44,667.79","$35.07","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$44,667.79","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$44,667.79","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$44,667.79","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$44,667.79","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$48,618","$0","$0","13"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$81,606","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$83,227","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$42,540.76","$0","$0","15"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$89,899","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$44,667.79","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$87,933","$713.41","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$83,227","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$44,667.79","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$44,667.79","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$44,667.79","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$44,667.79","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$44,667.79","$0","$0","16"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$85,426","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","M","$85,426","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$83,227","$240.08","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$81,606","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$71,405.25","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$87,933","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$83,227","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$81,606","$0","$0","24"
"HHS","Department of Health and Human Services","HHS 60 Services to End and Prevent Homelessness Division","F","$122,842","$0","$0","N26"
"HHS","Department of Health and Human Services","HHS 60 Services to End and Prevent Homelessness Division","F","$96,303.33","$4,862.92","$0","22"
"HHS","Department of Health and Human Services","HHS 60 Services to End and Prevent Homelessness Division","F","$98,228","$0","$1,596.27","21"
"HHS","Department of Health and Human Services","HHS 60 Services to End and Prevent Homelessness Division","F","$82,436","$0","$3,507.12","N17"
"HHS","Department of Health and Human Services","HHS 60 Services to End and Prevent Homelessness Division","F","$93,986","$0","$469.96","20"
"HHS","Department of Health and Human Services","HHS 60 Services to End and Prevent Homelessness Division","F","$117,424","$0","$5,013.3","N25"
"HHS","Department of Health and Human Services","HHS 60 Services to End and Prevent Homelessness Division","F","$117,424","$0","$9,367.17","25"
"HHS","Department of Health and Human Services","HHS 60 Services to End and Prevent Homelessness Division","F","$122,842","$0","$5,246.26","N26"
"HHS","Department of Health and Human Services","HHS 60 Services to End and Prevent Homelessness Division","F","$113,091","$0","$191.49","N25"
"HHS","Department of Health and Human Services","HHS 60 Services to End and Prevent Homelessness Division","F","$78,947","$0","$3,732.58","16"
"HHS","Department of Health and Human Services","HHS 60 Services to End and Prevent Homelessness Division","F","$152,940","$0","$0","M3"
"HHS","Department of Health and Human Services","HHS 60 Services to End and Prevent Homelessness Division","F","$93,986","$1,465.09","$4,454.99","20"
