Report_Year,Year,Item,Vehicle_Type,Data
2013,2013,Fuel_Consumed,Single Unit Trucks,14501958351
2013,2013,Fuel_Consumed,Combination Trucks,28794905246
2013,2013,Fuel_Consumed,All Light Duty Vehicles,123769719484
2013,2013,Fuel_Consumed,Single Unit and Combination Trucks,43296863597
2013,2012,Fuel_Consumed,Light Duty Vehicles Short Wheelbase,88600212334
2013,2012,Fuel_Consumed,Motorcycles,491130289
2013,2012,Fuel_Consumed,Buses,2063038393
2013,2012,Fuel_Consumed,Light Duty Vehicles Long Wheelbase,35114343892
2013,2012,Fuel_Consumed,Single Unit Trucks,14376472744
2013,2012,Fuel_Consumed,Combination Trucks,27975331348
2013,2012,Fuel_Consumed,All Light Duty Vehicles,123714556226
2013,2012,Fuel_Consumed,Single Unit and Combination Trucks,42351804092
2013,2013,Avg._Fuel_per_Vehicle,Light Duty Vehicles Short Wheelbase,480
2013,2013,Avg._Fuel_per_Vehicle,Motorcycles,56
2013,2013,Avg._Fuel_per_Vehicle,Buses,2448
2013,2013,Avg._Fuel_per_Vehicle,Light Duty Vehicles Long Wheelbase,683
2013,2013,Avg._Fuel_per_Vehicle,Single Unit Trucks,1785
2013,2013,Avg._Fuel_per_Vehicle,Combination Trucks,11651
2013,2013,Avg._Fuel_per_Vehicle,All Light Duty Vehicles,524
2013,2013,Avg._Fuel_per_Vehicle,Single Unit and Combination Trucks,4086
2013,2012,Avg._Fuel_per_Vehicle,Light Duty Vehicles Short Wheelbase,484
2013,2012,Avg._Fuel_per_Vehicle,Motorcycles,58
2013,2012,Avg._Fuel_per_Vehicle,Buses,2699
2013,2012,Avg._Fuel_per_Vehicle,Light Duty Vehicles Long Wheelbase,694
2013,2012,Avg._Fuel_per_Vehicle,Single Unit Trucks,1755
2013,2012,Avg._Fuel_per_Vehicle,Combination Trucks,11330
2013,2012,Avg._Fuel_per_Vehicle,All Light Duty Vehicles,529
2013,2012,Avg._Fuel_per_Vehicle,Single Unit and Combination Trucks,3973
2013,2013,Avg._Miles_Traveled_per_Gallon,Light Duty Vehicles Short Wheelbase,23
2013,2013,Avg._Miles_Traveled_per_Gallon,Motorcycles,44
2013,2013,Avg._Miles_Traveled_per_Gallon,Buses,7
2013,2013,Avg._Miles_Traveled_per_Gallon,Light Duty Vehicles Long Wheelbase,17
2013,2013,Avg._Miles_Traveled_per_Gallon,Single Unit Trucks,7
2013,2013,Avg._Miles_Traveled_per_Gallon,Combination Trucks,6
2013,2013,Avg._Miles_Traveled_per_Gallon,All Light Duty Vehicles,22
2013,2013,Avg._Miles_Traveled_per_Gallon,Single Unit and Combination Trucks,6
2013,2012,Avg._Miles_Traveled_per_Gallon,Light Duty Vehicles Short Wheelbase,23
2013,2012,Avg._Miles_Traveled_per_Gallon,Motorcycles,44
2013,2012,Avg._Miles_Traveled_per_Gallon,Buses,7
2013,2012,Avg._Miles_Traveled_per_Gallon,Light Duty Vehicles Long Wheelbase,17
2013,2012,Avg._Miles_Traveled_per_Gallon,Single Unit Trucks,7
2013,2012,Avg._Miles_Traveled_per_Gallon,Combination Trucks,6
2013,2012,Avg._Miles_Traveled_per_Gallon,All Light Duty Vehicles,22
2013,2012,Avg._Miles_Traveled_per_Gallon,Single Unit and Combination Trucks,6
2012,2012,Interstate_Rural_VMT,Light Duty Vehicles Short Wheelbase,141163083032
2012,2012,Interstate_Rural_VMT,Motorcycles,1280815992
2012,2012,Interstate_Rural_VMT,Buses,1672994295
2012,2012,Interstate_Rural_VMT,Light Duty Vehicles Long Wheelbase,43906345905
2012,2012,Interstate_Rural_VMT,Single Unit Trucks,9249408195
2012,2012,Interstate_Rural_VMT,Combination Trucks,48599170588
2012,2012,Interstate_Rural_VMT,All Light Duty Vehicles,185069428937
2012,2012,Interstate_Rural_VMT,Single Unit and Combination Trucks,57848578783
2012,2011,Interstate_Rural_VMT,Light Duty Vehicles Short Wheelbase,140602773643
2012,2011,Interstate_Rural_VMT,Motorcycles,1242723560
2012,2011,Interstate_Rural_VMT,Buses,1669916431
2012,2011,Interstate_Rural_VMT,Light Duty Vehicles Long Wheelbase,42960761982
2012,2011,Interstate_Rural_VMT,Single Unit Trucks,9495387489
2012,2011,Interstate_Rural_VMT,Combination Trucks,47615923888
2012,2011,Interstate_Rural_VMT,All Light Duty Vehicles,183563535625
2012,2011,Interstate_Rural_VMT,Single Unit and Combination Trucks,57111311377
2012,2012,Other_Arterial_Rural_VMT,Light Duty Vehicles Short Wheelbase,231338192243
2012,2012,Other_Arterial_Rural_VMT,Motorcycles,2876989321
2012,2012,Other_Arterial_Rural_VMT,Buses,2029629081
2012,2012,Other_Arterial_Rural_VMT,Light Duty Vehicles Long Wheelbase,88887260379
2012,2012,Other_Arterial_Rural_VMT,Single Unit Trucks,17182172937
2012,2012,Other_Arterial_Rural_VMT,Combination Trucks,29638643464
2012,2012,Other_Arterial_Rural_VMT,All Light Duty Vehicles,320225452623
2012,2012,Other_Arterial_Rural_VMT,Single Unit and Combination Trucks,46820816401
2012,2011,Other_Arterial_Rural_VMT,Light Duty Vehicles Short Wheelbase,232433203708
2012,2011,Other_Arterial_Rural_VMT,Motorcycles,2814897231
2012,2011,Other_Arterial_Rural_VMT,Buses,1982204572
2012,2011,Other_Arterial_Rural_VMT,Light Duty Vehicles Long Wheelbase,89666650299
2012,2011,Other_Arterial_Rural_VMT,Single Unit Trucks,16951461361
2012,2011,Other_Arterial_Rural_VMT,Combination Trucks,29327839728
2012,2011,Other_Arterial_Rural_VMT,All Light Duty Vehicles,322099854008
2012,2011,Other_Arterial_Rural_VMT,Single Unit and Combination Trucks,46279301089
2012,2012,Other_Rural_VMT,Light Duty Vehicles Short Wheelbase,227070958131
2012,2012,Other_Rural_VMT,Motorcycles,3359726710
2012,2012,Other_Rural_VMT,Buses,2033379683
2012,2012,Other_Rural_VMT,Light Duty Vehicles Long Wheelbase,94471266545
2012,2012,Other_Rural_VMT,Single Unit Trucks,17979981030
2012,2012,Other_Rural_VMT,Combination Trucks,14337483023
2012,2012,Other_Rural_VMT,All Light Duty Vehicles,321542224676
2012,2012,Other_Rural_VMT,Single Unit and Combination Trucks,32317464053
2012,2011,Other_Rural_VMT,Light Duty Vehicles Short Wheelbase,227026927130
2012,2011,Other_Rural_VMT,Motorcycles,3032634068
2012,2011,Other_Rural_VMT,Buses,2068651074
2012,2011,Other_Rural_VMT,Light Duty Vehicles Long Wheelbase,93913784515
2012,2011,Other_Rural_VMT,Single Unit Trucks,18223810624
2012,2011,Other_Rural_VMT,Combination Trucks,14762232132
2012,2011,Other_Rural_VMT,All Light Duty Vehicles,320940711645
2012,2011,Other_Rural_VMT,Single Unit and Combination Trucks,32986042756
2012,2012,All_Rural_VMT,Light Duty Vehicles Short Wheelbase,599572233407
2012,2012,All_Rural_VMT,Motorcycles,7517532023
2012,2012,All_Rural_VMT,Buses,5736003058
2012,2012,All_Rural_VMT,Light Duty Vehicles Long Wheelbase,227264872829
2012,2012,All_Rural_VMT,Single Unit Trucks,44411562162
2012,2012,All_Rural_VMT,Combination Trucks,92575297075
2012,2012,All_Rural_VMT,All Light Duty Vehicles,826837106236
2012,2012,All_Rural_VMT,Single Unit and Combination Trucks,136986859237
2012,2011,All_Rural_VMT,Light Duty Vehicles Short Wheelbase,600062904481
2012,2011,All_Rural_VMT,Motorcycles,7090254860
2012,2011,All_Rural_VMT,Buses,5720772076
2012,2011,All_Rural_VMT,Light Duty Vehicles Long Wheelbase,226541196797
2012,2011,All_Rural_VMT,Single Unit Trucks,44670659474
2012,2011,All_Rural_VMT,Combination Trucks,91705995748
2012,2011,All_Rural_VMT,All Light Duty Vehicles,826604101278
2012,2011,All_Rural_VMT,Single Unit and Combination Trucks,136376655222
2012,2012,Interstate_Urban_VMT,Light Duty Vehicles Short Wheelbase,344913110862
2012,2012,Interstate_Urban_VMT,Motorcycles,2811164557
2012,2012,Interstate_Urban_VMT,Buses,2364563301
2012,2012,Interstate_Urban_VMT,Light Duty Vehicles Long Wheelbase,84082585506
2012,2012,Interstate_Urban_VMT,Single Unit Trucks,14536308422
2012,2012,Interstate_Urban_VMT,Combination Trucks,35840755971
2012,2012,Interstate_Urban_VMT,All Light Duty Vehicles,428995696368
2012,2012,Interstate_Urban_VMT,Single Unit and Combination Trucks,50377064393
2012,2011,Interstate_Urban_VMT,Light Duty Vehicles Short Wheelbase,341865041992
2012,2011,Interstate_Urban_VMT,Motorcycles,2133925695
2012,2011,Interstate_Urban_VMT,Buses,2112006036
2012,2011,Interstate_Urban_VMT,Light Duty Vehicles Long Wheelbase,82651700591
2012,2011,Interstate_Urban_VMT,Single Unit Trucks,14126245932
2012,2011,Interstate_Urban_VMT,Combination Trucks,33815483567
2012,2011,Interstate_Urban_VMT,All Light Duty Vehicles,424516742583
2012,2011,Interstate_Urban_VMT,Single Unit and Combination Trucks,47941729499
2012,2012,Other_Urban_VMT,Light Duty Vehicles Short Wheelbase,1118342423753
2012,2012,Other_Urban_VMT,Motorcycles,11056617599
2012,2012,Other_Urban_VMT,Buses,6680436597
2012,2012,Other_Urban_VMT,Light Duty Vehicles Long Wheelbase,289884440884
2012,2012,Other_Urban_VMT,Single Unit Trucks,46657352014
2012,2012,Other_Urban_VMT,Combination Trucks,35185678059
2012,2012,Other_Urban_VMT,All Light Duty Vehicles,1408226864637
2012,2012,Other_Urban_VMT,Single Unit and Combination Trucks,81843030073
2012,2011,Other_Urban_VMT,Light Duty Vehicles Short Wheelbase,1104354485167
2012,2011,Other_Urban_VMT,Motorcycles,9318052960
2012,2011,Other_Urban_VMT,Buses,5974567165
2012,2011,Other_Urban_VMT,Light Duty Vehicles Long Wheelbase,294982575945
2012,2011,Other_Urban_VMT,Single Unit Trucks,45006124867
2012,2011,Other_Urban_VMT,Combination Trucks,38269813804
2012,2011,Other_Urban_VMT,All Light Duty Vehicles,1399337061112
2012,2011,Other_Urban_VMT,Single Unit and Combination Trucks,83275938671
2012,2012,All_Urban_VMT,Light Duty Vehicles Short Wheelbase,1463255534615
2012,2012,All_Urban_VMT,Motorcycles,13867782156
2012,2012,All_Urban_VMT,Buses,9044999898
2012,2012,All_Urban_VMT,Light Duty Vehicles Long Wheelbase,373967026390
2012,2012,All_Urban_VMT,Single Unit Trucks,61193660435
2012,2012,All_Urban_VMT,Combination Trucks,71026434030
2012,2012,All_Urban_VMT,All Light Duty Vehicles,1837222561005
2012,2012,All_Urban_VMT,Single Unit and Combination Trucks,132220094465
2012,2011,All_Urban_VMT,Light Duty Vehicles Short Wheelbase,1446219527159
2012,2011,All_Urban_VMT,Motorcycles,11451978655
2012,2011,All_Urban_VMT,Buses,8086573202
2012,2011,All_Urban_VMT,Light Duty Vehicles Long Wheelbase,377634276536
2012,2011,All_Urban_VMT,Single Unit Trucks,59132370799
2012,2011,All_Urban_VMT,Combination Trucks,72085297371
2012,2011,All_Urban_VMT,All Light Duty Vehicles,1823853803695
2012,2011,All_Urban_VMT,Single Unit and Combination Trucks,131217668170
2012,2012,Total_VMT,Light Duty Vehicles Short Wheelbase,2062827768022
2012,2012,Total_VMT,Motorcycles,21385314178
2012,2012,Total_VMT,Buses,14781002956
2012,2012,Total_VMT,Light Duty Vehicles Long Wheelbase,601231899220
2012,2012,Total_VMT,Single Unit Trucks,105605222597
2012,2012,Total_VMT,Combination Trucks,163601731106
2012,2012,Total_VMT,All Light Duty Vehicles,2664059667241
2012,2012,Total_VMT,Single Unit and Combination Trucks,269206953703
2012,2011,Total_VMT,Light Duty Vehicles Short Wheelbase,2046282431640
2012,2011,Total_VMT,Motorcycles,18542233515
2012,2011,Total_VMT,Buses,13807345278
2012,2011,Total_VMT,Light Duty Vehicles Long Wheelbase,604175473333
2012,2011,Total_VMT,Single Unit Trucks,103803030273
2012,2011,Total_VMT,Combination Trucks,163791293119
2012,2011,Total_VMT,All Light Duty Vehicles,2650457904973
2012,2011,Total_VMT,Single Unit and Combination Trucks,267594323392
2012,2012,No._Vehicles_Registered,Light Duty Vehicles Short Wheelbase,183171882
2012,2012,No._Vehicles_Registered,Motorcycles,8454939
2012,2012,No._Vehicles_Registered,Buses,764509
2012,2012,No._Vehicles_Registered,Light Duty Vehicles Long Wheelbase,50588676
2012,2012,No._Vehicles_Registered,Single Unit Trucks,8190286
2012,2012,No._Vehicles_Registered,Combination Trucks,2469094
2012,2012,No._Vehicles_Registered,All Light Duty Vehicles,233760558
2012,2012,No._Vehicles_Registered,Single Unit and Combination Trucks,10659380
2012,2011,No._Vehicles_Registered,Light Duty Vehicles Short Wheelbase,183522635
2012,2011,No._Vehicles_Registered,Motorcycles,8437502
2012,2011,No._Vehicles_Registered,Buses,666064
2012,2011,No._Vehicles_Registered,Light Duty Vehicles Long Wheelbase,50318787
2012,2011,No._Vehicles_Registered,Single Unit Trucks,7819055
2012,2011,No._Vehicles_Registered,Combination Trucks,2451638
2012,2011,No._Vehicles_Registered,All Light Duty Vehicles,233841422
2012,2011,No._Vehicles_Registered,Single Unit and Combination Trucks,10270693
2012,2012,Avg._Miles_per_Vehicle,Light Duty Vehicles Short Wheelbase,11265
2012,2012,Avg._Miles_per_Vehicle,Motorcycles,2519
2012,2012,Avg._Miles_per_Vehicle,Buses,19299
2012,2012,Avg._Miles_per_Vehicle,Light Duty Vehicles Long Wheelbase,11882
2012,2012,Avg._Miles_per_Vehicle,Single Unit Trucks,12815
2012,2012,Avg._Miles_per_Vehicle,Combination Trucks,66161
2012,2012,Avg._Miles_per_Vehicle,All Light Duty Vehicles,11398
2012,2012,Avg._Miles_per_Vehicle,Single Unit and Combination Trucks,25172
2012,2011,Avg._Miles_per_Vehicle,Light Duty Vehicles Short Wheelbase,11150
2012,2011,Avg._Miles_per_Vehicle,Motorcycles,2198
2012,2011,Avg._Miles_per_Vehicle,Buses,20730
2012,2011,Avg._Miles_per_Vehicle,Light Duty Vehicles Long Wheelbase,12007
2012,2011,Avg._Miles_per_Vehicle,Single Unit Trucks,13276
2012,2011,Avg._Miles_per_Vehicle,Combination Trucks,66809
2012,2011,Avg._Miles_per_Vehicle,All Light Duty Vehicles,11334
2012,2011,Avg._Miles_per_Vehicle,Single Unit and Combination Trucks,26054
2012,2012,Person-Miles,Light Duty Vehicles Short Wheelbase,3490438285742
2012,2012,Person-Miles,Motorcycles,24815916144
2012,2012,Person-Miles,Buses,313357262669
2012,2012,Person-Miles,Light Duty Vehicles Long Wheelbase,970669415167
2012,2012,Person-Miles,Single Unit Trucks,105605222597
2012,2012,Person-Miles,Combination Trucks,163601731106
2012,2012,Person-Miles,All Light Duty Vehicles,4461107700909
2012,2012,Person-Miles,Single Unit and Combination Trucks,269206953703
2012,2011,Person-Miles,Light Duty Vehicles Short Wheelbase,3464405229639
2012,2011,Person-Miles,Motorcycles,21516752486
2012,2011,Person-Miles,Buses,292715719890
2012,2011,Person-Miles,Light Duty Vehicles Long Wheelbase,972382447268
2012,2011,Person-Miles,Single Unit Trucks,103803030273
2012,2011,Person-Miles,Combination Trucks,163791293119
2012,2011,Person-Miles,All Light Duty Vehicles,4436787676907
2012,2011,Person-Miles,Single Unit and Combination Trucks,267594323392
2012,2012,Fuel_Consumed,Light Duty Vehicles Short Wheelbase,88541453458
2012,2012,Fuel_Consumed,Motorcycles,489114514
2012,2012,Fuel_Consumed,Buses,2059304894
2012,2012,Fuel_Consumed,Light Duty Vehicles Long Wheelbase,35093223877
2012,2012,Fuel_Consumed,Single Unit Trucks,14286504891
2012,2012,Fuel_Consumed,Combination Trucks,27925585191
2012,2012,Fuel_Consumed,All Light Duty Vehicles,123634677335
2012,2012,Fuel_Consumed,Single Unit and Combination Trucks,42212090081
2012,2011,Fuel_Consumed,Light Duty Vehicles Short Wheelbase,88358664358
2012,2011,Fuel_Consumed,Motorcycles,426377536
2012,2011,Fuel_Consumed,Buses,1936150926
2012,2011,Fuel_Consumed,Light Duty Vehicles Long Wheelbase,35334618042
2012,2011,Fuel_Consumed,Single Unit Trucks,14215430675
2012,2011,Fuel_Consumed,Combination Trucks,28181038987
2012,2011,Fuel_Consumed,All Light Duty Vehicles,123693282400
2012,2011,Fuel_Consumed,Single Unit and Combination Trucks,42396469662
2012,2012,Avg._Fuel_per_Vehicle,Light Duty Vehicles Short Wheelbase,483
2012,2012,Avg._Fuel_per_Vehicle,Motorcycles,58
2012,2012,Avg._Fuel_per_Vehicle,Buses,2694
2012,2012,Avg._Fuel_per_Vehicle,Light Duty Vehicles Long Wheelbase,694
2012,2012,Avg._Fuel_per_Vehicle,Single Unit Trucks,1744
2012,2012,Avg._Fuel_per_Vehicle,Combination Trucks,11310
2012,2012,Avg._Fuel_per_Vehicle,All Light Duty Vehicles,529
2012,2012,Avg._Fuel_per_Vehicle,Single Unit and Combination Trucks,3960
2012,2011,Avg._Fuel_per_Vehicle,Light Duty Vehicles Short Wheelbase,481
2012,2011,Avg._Fuel_per_Vehicle,Motorcycles,51
2012,2011,Avg._Fuel_per_Vehicle,Buses,2907
2012,2011,Avg._Fuel_per_Vehicle,Light Duty Vehicles Long Wheelbase,702
2012,2011,Avg._Fuel_per_Vehicle,Single Unit Trucks,1818
2012,2011,Avg._Fuel_per_Vehicle,Combination Trucks,11495
2012,2011,Avg._Fuel_per_Vehicle,All Light Duty Vehicles,529
2012,2011,Avg._Fuel_per_Vehicle,Single Unit and Combination Trucks,4128
2012,2012,Avg._Miles_Traveled_per_Gallon,Light Duty Vehicles Short Wheelbase,23
2012,2012,Avg._Miles_Traveled_per_Gallon,Motorcycles,44
2012,2012,Avg._Miles_Traveled_per_Gallon,Buses,7
2012,2012,Avg._Miles_Traveled_per_Gallon,Light Duty Vehicles Long Wheelbase,17
2012,2012,Avg._Miles_Traveled_per_Gallon,Single Unit Trucks,7
2012,2012,Avg._Miles_Traveled_per_Gallon,Combination Trucks,6
2012,2012,Avg._Miles_Traveled_per_Gallon,All Light Duty Vehicles,22
2012,2012,Avg._Miles_Traveled_per_Gallon,Single Unit and Combination Trucks,6
2012,2011,Avg._Miles_Traveled_per_Gallon,Light Duty Vehicles Short Wheelbase,23
2012,2011,Avg._Miles_Traveled_per_Gallon,Motorcycles,43
2012,2011,Avg._Miles_Traveled_per_Gallon,Buses,7
2012,2011,Avg._Miles_Traveled_per_Gallon,Light Duty Vehicles Long Wheelbase,17
2012,2011,Avg._Miles_Traveled_per_Gallon,Single Unit Trucks,7
2012,2011,Avg._Miles_Traveled_per_Gallon,Combination Trucks,6
2012,2011,Avg._Miles_Traveled_per_Gallon,All Light Duty Vehicles,21
2012,2011,Avg._Miles_Traveled_per_Gallon,Single Unit and Combination Trucks,6
2011,2011,Interstate_Rural_VMT,Light Duty Vehicles Short Wheelbase,140602773643
2011,2011,Interstate_Rural_VMT,Motorcycles,1242723560
2011,2011,Interstate_Rural_VMT,Buses,1669916431
2011,2011,Interstate_Rural_VMT,Light Duty Vehicles Long Wheelbase,42960761982
2011,2011,Interstate_Rural_VMT,Single Unit Trucks,9495387489
2011,2011,Interstate_Rural_VMT,Combination Trucks,47615923888
2011,2011,Interstate_Rural_VMT,All Light Duty Vehicles,183563535625
2011,2011,Interstate_Rural_VMT,Single Unit and Combination Trucks,57111311377
2011,2010,Interstate_Rural_VMT,Light Duty Vehicles Short Wheelbase,138324343141
2011,2010,Interstate_Rural_VMT,Motorcycles,1524477120
2011,2010,Interstate_Rural_VMT,Buses,1552608475
2011,2010,Interstate_Rural_VMT,Light Duty Vehicles Long Wheelbase,43964726625
2011,2010,Interstate_Rural_VMT,Single Unit Trucks,11217320763
2011,2010,Interstate_Rural_VMT,Combination Trucks,49104012011
2011,2010,Interstate_Rural_VMT,All Light Duty Vehicles,182289069766
2011,2010,Interstate_Rural_VMT,Single Unit and Combination Trucks,60321332773
2011,2011,Other_Arterial_Rural_VMT,Light Duty Vehicles Short Wheelbase,232433203708
2011,2011,Other_Arterial_Rural_VMT,Motorcycles,2814897231
2011,2011,Other_Arterial_Rural_VMT,Buses,1982204572
2011,2011,Other_Arterial_Rural_VMT,Light Duty Vehicles Long Wheelbase,89666650299
2011,2011,Other_Arterial_Rural_VMT,Single Unit Trucks,16951461361
2011,2011,Other_Arterial_Rural_VMT,Combination Trucks,29327839728
2011,2011,Other_Arterial_Rural_VMT,All Light Duty Vehicles,322099854008
2011,2011,Other_Arterial_Rural_VMT,Single Unit and Combination Trucks,46279301089
2011,2010,Other_Arterial_Rural_VMT,Light Duty Vehicles Short Wheelbase,229775201758
2011,2010,Other_Arterial_Rural_VMT,Motorcycles,2889584508
2011,2010,Other_Arterial_Rural_VMT,Buses,2033746717
2011,2010,Other_Arterial_Rural_VMT,Light Duty Vehicles Long Wheelbase,89585123979
2011,2010,Other_Arterial_Rural_VMT,Single Unit Trucks,18933781563
2011,2010,Other_Arterial_Rural_VMT,Combination Trucks,33064375175
2011,2010,Other_Arterial_Rural_VMT,All Light Duty Vehicles,319360325737
2011,2010,Other_Arterial_Rural_VMT,Single Unit and Combination Trucks,51998156739
2011,2011,Other_Rural_VMT,Light Duty Vehicles Short Wheelbase,227026927130
2011,2011,Other_Rural_VMT,Motorcycles,3032634068
2011,2011,Other_Rural_VMT,Buses,2068651074
2011,2011,Other_Rural_VMT,Light Duty Vehicles Long Wheelbase,93913784515
2011,2011,Other_Rural_VMT,Single Unit Trucks,18223810624
2011,2011,Other_Rural_VMT,Combination Trucks,14762232132
2011,2011,Other_Rural_VMT,All Light Duty Vehicles,320940711645
2011,2011,Other_Rural_VMT,Single Unit and Combination Trucks,32986042756
2011,2010,Other_Rural_VMT,Light Duty Vehicles Short Wheelbase,230210123840
2011,2010,Other_Rural_VMT,Motorcycles,2805994018
2011,2010,Other_Rural_VMT,Buses,2048437688
2011,2010,Other_Rural_VMT,Light Duty Vehicles Long Wheelbase,92755293529
2011,2010,Other_Rural_VMT,Single Unit Trucks,18058070737
2011,2010,Other_Rural_VMT,Combination Trucks,16218254393
2011,2010,Other_Rural_VMT,All Light Duty Vehicles,322965417370
2011,2010,Other_Rural_VMT,Single Unit and Combination Trucks,34276325131
2011,2011,All_Rural_VMT,Light Duty Vehicles Short Wheelbase,600062904481
2011,2011,All_Rural_VMT,Motorcycles,7090254860
2011,2011,All_Rural_VMT,Buses,5720772076
2011,2011,All_Rural_VMT,Light Duty Vehicles Long Wheelbase,226541196797
2011,2011,All_Rural_VMT,Single Unit Trucks,44670659474
2011,2011,All_Rural_VMT,Combination Trucks,91705995748
2011,2011,All_Rural_VMT,All Light Duty Vehicles,826604101278
2011,2011,All_Rural_VMT,Single Unit and Combination Trucks,136376655222
2011,2010,All_Rural_VMT,Light Duty Vehicles Short Wheelbase,598309668740
2011,2010,All_Rural_VMT,Motorcycles,7220055645
2011,2010,All_Rural_VMT,Buses,5634792880
2011,2010,All_Rural_VMT,Light Duty Vehicles Long Wheelbase,226305144133
2011,2010,All_Rural_VMT,Single Unit Trucks,48209173063
2011,2010,All_Rural_VMT,Combination Trucks,98386641579
2011,2010,All_Rural_VMT,All Light Duty Vehicles,824614812873
2011,2010,All_Rural_VMT,Single Unit and Combination Trucks,146595814643
2011,2011,Interstate_Urban_VMT,Light Duty Vehicles Short Wheelbase,341865041992
2011,2011,Interstate_Urban_VMT,Motorcycles,2133925695
2011,2011,Interstate_Urban_VMT,Buses,2112006036
2011,2011,Interstate_Urban_VMT,Light Duty Vehicles Long Wheelbase,82651700591
2011,2011,Interstate_Urban_VMT,Single Unit Trucks,14126245932
2011,2011,Interstate_Urban_VMT,Combination Trucks,33815483567
2011,2011,Interstate_Urban_VMT,All Light Duty Vehicles,424516742583
2011,2011,Interstate_Urban_VMT,Single Unit and Combination Trucks,47941729499
2011,2010,Interstate_Urban_VMT,Light Duty Vehicles Short Wheelbase,339569954956
2011,2010,Interstate_Urban_VMT,Motorcycles,2223102032
2011,2010,Interstate_Urban_VMT,Buses,2011347525
2011,2010,Interstate_Urban_VMT,Light Duty Vehicles Long Wheelbase,83722885922
2011,2010,Interstate_Urban_VMT,Single Unit Trucks,14497709984
2011,2010,Interstate_Urban_VMT,Combination Trucks,35806909126
2011,2010,Interstate_Urban_VMT,All Light Duty Vehicles,423292840877
2011,2010,Interstate_Urban_VMT,Single Unit and Combination Trucks,50304619110
2011,2011,Other_Urban_VMT,Light Duty Vehicles Short Wheelbase,1104354485167
2011,2011,Other_Urban_VMT,Motorcycles,9318052960
2011,2011,Other_Urban_VMT,Buses,5974567165
2011,2011,Other_Urban_VMT,Light Duty Vehicles Long Wheelbase,294982575945
2011,2011,Other_Urban_VMT,Single Unit Trucks,45006124867
2011,2011,Other_Urban_VMT,Combination Trucks,38269813804
2011,2011,Other_Urban_VMT,All Light Duty Vehicles,1399337061112
2011,2011,Other_Urban_VMT,Single Unit and Combination Trucks,83275938671
2011,2010,Other_Urban_VMT,Light Duty Vehicles Short Wheelbase,1087864940137
2011,2010,Other_Urban_VMT,Motorcycles,9069744299
2011,2010,Other_Urban_VMT,Buses,6123390018
2011,2010,Other_Urban_VMT,Light Duty Vehicles Long Wheelbase,312683723341
2011,2010,Other_Urban_VMT,Single Unit Trucks,48031362159
2011,2010,Other_Urban_VMT,Combination Trucks,41595421032
2011,2010,Other_Urban_VMT,All Light Duty Vehicles,1400548663479
2011,2010,Other_Urban_VMT,Single Unit and Combination Trucks,89626783191
2011,2011,All_Urban_VMT,Light Duty Vehicles Short Wheelbase,1446219527159
2011,2011,All_Urban_VMT,Motorcycles,11451978655
2011,2011,All_Urban_VMT,Buses,8086573202
2011,2011,All_Urban_VMT,Light Duty Vehicles Long Wheelbase,377634276536
2011,2011,All_Urban_VMT,Single Unit Trucks,59132370799
2011,2011,All_Urban_VMT,Combination Trucks,72085297371
2011,2011,All_Urban_VMT,All Light Duty Vehicles,1823853803695
2011,2011,All_Urban_VMT,Single Unit and Combination Trucks,131217668170
2011,2010,All_Urban_VMT,Light Duty Vehicles Short Wheelbase,1427434895093
2011,2010,All_Urban_VMT,Motorcycles,11292846331
2011,2010,All_Urban_VMT,Buses,8134737543
2011,2010,All_Urban_VMT,Light Duty Vehicles Long Wheelbase,396406609263
2011,2010,All_Urban_VMT,Single Unit Trucks,62529072143
2011,2010,All_Urban_VMT,Combination Trucks,77402330158
2011,2010,All_Urban_VMT,All Light Duty Vehicles,1823841504356
2011,2010,All_Urban_VMT,Single Unit and Combination Trucks,139931402301
2011,2011,Total_VMT,Light Duty Vehicles Short Wheelbase,2046282431640
2011,2011,Total_VMT,Motorcycles,18542233515
2011,2011,Total_VMT,Buses,13807345278
2011,2011,Total_VMT,Light Duty Vehicles Long Wheelbase,604175473333
2011,2011,Total_VMT,Single Unit Trucks,103803030273
2011,2011,Total_VMT,Combination Trucks,163791293119
2011,2011,Total_VMT,All Light Duty Vehicles,2650457904973
2011,2011,Total_VMT,Single Unit and Combination Trucks,267594323392
2011,2010,Total_VMT,Light Duty Vehicles Short Wheelbase,2025744563833
2011,2010,Total_VMT,Motorcycles,18512901976
2011,2010,Total_VMT,Buses,13769530423
2011,2010,Total_VMT,Light Duty Vehicles Long Wheelbase,622711753397
2011,2010,Total_VMT,Single Unit Trucks,110738245206
2011,2010,Total_VMT,Combination Trucks,175788971737
2011,2010,Total_VMT,All Light Duty Vehicles,2648456317230
2011,2010,Total_VMT,Single Unit and Combination Trucks,286527216944
2011,2011,No._Vehicles_Registered,Light Duty Vehicles Short Wheelbase,192513278
2011,2011,No._Vehicles_Registered,Motorcycles,8330210
2011,2011,No._Vehicles_Registered,Buses,666064
2011,2011,No._Vehicles_Registered,Light Duty Vehicles Long Wheelbase,41328144
2011,2011,No._Vehicles_Registered,Single Unit Trucks,7819055
2011,2011,No._Vehicles_Registered,Combination Trucks,2451638
2011,2011,No._Vehicles_Registered,All Light Duty Vehicles,233841422
2011,2011,No._Vehicles_Registered,Single Unit and Combination Trucks,10270693
